StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q20,Q5,Q6,Q7,Q8,Q9,Q16,Q10,Q11,Q18,Q12,Q13,Q19,Q14,Q15,Q20
2026-05-19 17:43:28,2026-05-19 17:46:28,Dirección IP,181.239.125.124,100,180,Verdadero,2026-05-19 17:46:28,R_5e79t2RsPv9Lde1,,,,,-34.6503,-58.6364,anonymous,ES-ES,23,Mujer/Femenino,Universitario,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,En blanco,Si,,,,,,,,,,Si,Muy importante,Si
2026-05-19 17:45:00,2026-05-19 17:47:18,Dirección IP,181.170.92.124,100,137,Verdadero,2026-05-19 17:47:18,R_6ez6QxJDPgzktZ0,,,,,-34.9309,-57.9417,anonymous,ES-ES,22,Hombre/Masculino,Universitario,Totalmente de acuerdo,De acuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,Nunca,La Libertad Avanza,Javier Milei,Si,,,,,,,Si,Algo importante,No,,,
2026-05-19 17:43:47,2026-05-19 17:47:40,Dirección IP,186.141.139.171,100,232,Verdadero,2026-05-19 17:47:40,R_5uARsPO5GwAvCUx,,,,,-34.6142,-58.3811,anonymous,ES-ES,23,Mujer/Femenino,Universitario,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)","Unión por la Patria - Peronismo (incluye kirchnerismo, Peronismo Federal, Frente Renovador)",Sergio Massa,Si,No,Muy importante,No,,,,,,,,,
2026-05-19 17:46:37,2026-05-19 17:49:08,Dirección IP,190.190.248.191,100,150,Verdadero,2026-05-19 17:49:09,R_3tKmHF2OryAyNiO,,,,,-34.9309,-57.9417,anonymous,ES-ES,23,Mujer/Femenino,Universitario,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,PRO,Patricia Bullrich,Si,,,,,,,,,,Si,Algo importante,Si
2026-05-19 17:46:50,2026-05-19 17:49:37,Dirección IP,186.158.220.116,100,167,Verdadero,2026-05-19 17:49:37,R_3rvuivrtDQboCwj,,,,,-34.7313,-58.2549,anonymous,ES-ES,24,Hombre/Masculino,Universitario,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Ocasionalmente (al menos una vez al mes),La Libertad Avanza,Javier Milei,Si,Si,Muy importante,Si,,,,,,,,,
2026-05-19 17:45:03,2026-05-19 17:50:11,Dirección IP,152.168.21.22,100,307,Verdadero,2026-05-19 17:50:11,R_73lpaxLhyxQTqjD,,,,,-34.9309,-57.9417,anonymous,ES-ES,22,Mujer/Femenino,Universitario,Totalmente en desacuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)","Unión por la Patria - Peronismo (incluye kirchnerismo, Peronismo Federal, Frente Renovador)",Sergio Massa,Si,Si,Muy importante,Si,,,,,,,,,
2026-05-19 17:49:35,2026-05-19 17:51:09,Dirección IP,186.143.198.94,100,94,Verdadero,2026-05-19 17:51:10,R_71bueAxSDmZFkvT,,,,,-34.6142,-58.3811,anonymous,ES-ES,22,Mujer/Femenino,Universitario,Totalmente en desacuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,PRO,Patricia Bullrich,Si,,,,,,,No,Algo importante,No,,,
2026-05-19 17:49:50,2026-05-19 17:51:53,Dirección IP,181.238.12.77,100,122,Verdadero,2026-05-19 17:51:53,R_5TtIyy03N9M58ja,,,,,-34.6022,-58.3845,anonymous,ES-ES,18,Hombre/Masculino,Universitario,Totalmente de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Ocasionalmente (al menos una vez al mes),PRO,Javier Milei,Si,No,Muy importante,Si,,,,,,,,,
2026-05-19 17:48:38,2026-05-19 17:52:13,Dirección IP,172.225.222.133,100,214,Verdadero,2026-05-19 17:52:14,R_1QndsNb99HG3ppT,,,,,-34.6142,-58.3811,anonymous,ES-ES,18,Hombre/Masculino,Universitario,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Regularmente (todas las semanas),La Libertad Avanza,Javier Milei,Si,,,,,,,,,,Si,Muy importante,Si
2026-05-19 17:49:02,2026-05-19 17:52:22,Dirección IP,104.28.59.15,100,200,Verdadero,2026-05-19 17:52:23,R_6D0U5OWPxRAwAxJ,,,,,-34.6142,-58.3811,anonymous,ES-ES,17,Mujer/Femenino,Universitario,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,Regularmente (todas las semanas),La Libertad Avanza,Javier Milei,No,,,,,,,No,Muy importante,Si,,,
2026-05-19 17:50:28,2026-05-19 17:52:31,Dirección IP,190.221.159.194,100,122,Verdadero,2026-05-19 17:52:31,R_6KGZSIWlfBJKtWU,,,,,-34.6022,-58.3845,anonymous,ES-ES,18,Mujer/Femenino,Universitario,De acuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Regularmente (todas las semanas),La Libertad Avanza,Javier Milei,Si,No,Algo importante,Si,,,,,,,,,
2026-05-19 17:50:05,2026-05-19 17:52:58,Dirección IP,186.109.93.226,100,172,Verdadero,2026-05-19 17:52:58,R_1QuCHyMCHlbor1T,,,,,-34.6022,-58.3845,anonymous,ES-ES,18,Mujer/Femenino,Universitario,De acuerdo,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Ocasionalmente (al menos una vez al mes),La Libertad Avanza,No fui a votar,Si,,,,,,,No,Algo importante,Si,,,
2026-05-19 17:51:57,2026-05-19 17:53:38,Dirección IP,186.61.66.178,100,101,Verdadero,2026-05-19 17:53:39,R_6tnbRIG22dam23K,,,,,-36,-59.9964,anonymous,ES-ES,20,Mujer/Femenino,Universitario,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Nunca,Prefiero no responder,Javier Milei,Si,Si,Algo importante,Si,,,,,,,,,
2026-05-19 17:50:32,2026-05-19 17:53:47,Dirección IP,190.221.159.194,100,194,Verdadero,2026-05-19 17:53:47,R_3V1OyzrNppoc0V3,,,,,-34.6022,-58.3845,anonymous,ES-ES,19,Hombre/Masculino,Universitario,En desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,De acuerdo,Totalmente de acuerdo,Nunca,Unión Cívica Radical,Juan Schiaretti,Si,No,Algo importante,No,,,,,,,,,
2026-05-19 17:51:16,2026-05-19 17:53:55,Dirección IP,186.141.138.8,100,158,Verdadero,2026-05-19 17:53:56,R_6HqWFswUz1E5FAZ,,,,,-34.6142,-58.3811,anonymous,ES-ES,17,Mujer/Femenino,Universitario,En desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,No fui a votar,Si,,,,,,,No,Muy importante,Si,,,
2026-05-19 17:52:45,2026-05-19 17:55:27,Dirección IP,186.143.140.127,100,162,Verdadero,2026-05-19 17:55:27,R_61ho0gUh0qmTCOs,,,,,-34.6142,-58.3811,anonymous,ES-ES,21,Mujer/Femenino,Universitario,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Ocasionalmente (al menos una vez al mes),Prefiero no responder,Javier Milei,No,,,,Si,Poco importante,Si,,,,,,
2026-05-19 17:53:43,2026-05-19 17:56:06,Dirección IP,186.143.140.27,100,142,Verdadero,2026-05-19 17:56:06,R_39b9hSelwtugOat,,,,,-34.6142,-58.3811,anonymous,ES-ES,32,Hombre/Masculino,Universitario,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,Javier Milei,Si,Si,Muy importante,No,,,,,,,,,
2026-05-19 17:55:24,2026-05-19 17:57:58,Dirección IP,172.225.222.135,100,153,Verdadero,2026-05-19 17:57:58,R_7c6fQJ3HKSHg3Wv,,,,,-34.6142,-58.3811,anonymous,ES-ES,19,Mujer/Femenino,Universitario,Totalmente en desacuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,"Unión por la Patria - Peronismo (incluye kirchnerismo, Peronismo Federal, Frente Renovador)",Sergio Massa,Si,,,,,,,,,,Si,Algo importante,No
2026-05-19 17:57:09,2026-05-19 17:59:45,Dirección IP,152.168.202.83,100,156,Verdadero,2026-05-19 17:59:45,R_6rG9mt7pGllFZA7,,,,,-34.9309,-57.9417,anonymous,ES-ES,21,Hombre/Masculino,Universitario,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Nunca,Prefiero no responder,Prefiero no responder,Si,No,Algo importante,Si,,,,,,,,,
2026-05-19 17:58:39,2026-05-19 18:00:20,Dirección IP,186.143.140.191,100,100,Verdadero,2026-05-19 18:00:21,R_7pxnBTJKtj6eWAx,,,,,-34.6142,-58.3811,anonymous,ES-ES,18,Hombre/Masculino,Universitario,En desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",Frente de Izquierda,Myriam Bregman,Si,,,,,,,Si,Algo importante,Si,,,
2026-05-19 17:56:47,2026-05-19 18:00:27,Dirección IP,181.9.210.100,100,220,Verdadero,2026-05-19 18:00:28,R_3xZgTvPsvONLiSt,,,,,-26.816,-65.2154,anonymous,ES-ES,22,Mujer/Femenino,Universitario,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,De acuerdo,"Raramente (en fechas especiales, algunas veces al año)",La Libertad Avanza,Javier Milei,Si,,,,Si,Muy importante,Si,,,,,,
2026-05-19 17:58:43,2026-05-19 18:03:16,Dirección IP,190.221.159.194,100,272,Verdadero,2026-05-19 18:03:16,R_75WlZIut4Q1r4GH,,,,,-34.6022,-58.3845,anonymous,ES-ES,18,Mujer/Femenino,Universitario,En desacuerdo,De acuerdo,Totalmente en desacuerdo,De acuerdo,De acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,Javier Milei,No,No,Muy importante,Si,,,,,,,,,
2026-05-19 18:02:47,2026-05-19 18:04:44,Dirección IP,181.8.129.178,100,116,Verdadero,2026-05-19 18:04:44,R_6xDBvUe1vKagaKT,,,,,-34.6142,-58.3811,anonymous,ES-ES,25,Mujer/Femenino,Posgrado,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,Prefiero no responder,Prefiero no responder,Si,,,,,,,No,Algo importante,No,,,
2026-05-19 18:02:56,2026-05-19 18:05:05,Dirección IP,181.23.54.36,100,128,Verdadero,2026-05-19 18:05:05,R_1sGIYWCPACplVFn,,,,,-34.9309,-57.9417,anonymous,ES-ES,21,Hombre/Masculino,Universitario,En desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,"Unión por la Patria - Peronismo (incluye kirchnerismo, Peronismo Federal, Frente Renovador)",Sergio Massa,Si,,,,,,,Si,Algo importante,Si,,,
2026-05-19 18:03:28,2026-05-19 18:05:27,Dirección IP,201.216.227.31,100,119,Verdadero,2026-05-19 18:05:28,R_3TN9fZT6n8ZOyx0,,,,,-34.6049,-58.4455,anonymous,ES-ES,20,Hombre/Masculino,Universitario,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Nunca,La Libertad Avanza,Javier Milei,Si,Si,Muy importante,Si,,,,,,,,,
2026-05-19 18:01:50,2026-05-19 18:06:21,Dirección IP,181.231.97.94,100,271,Verdadero,2026-05-19 18:06:21,R_12nWByY9OCnigXT,,,,,-34.9309,-57.9417,anonymous,ES-ES,24,Hombre/Masculino,Universitario,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,Javier Milei,Si,,,,,,,No,Muy importante,Si,,,
2026-05-19 18:04:20,2026-05-19 18:06:28,Dirección IP,201.235.154.11,100,127,Verdadero,2026-05-19 18:06:28,R_6s0RFZe6DcRUGYr,,,,,-34.9309,-57.9417,anonymous,ES-ES,21,Hombre/Masculino,Universitario,De acuerdo,En desacuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Nunca,La Libertad Avanza,Javier Milei,No,,,,,,,,,,No,Algo importante,No
2026-05-19 18:05:07,2026-05-19 18:06:47,Dirección IP,181.9.209.133,100,99,Verdadero,2026-05-19 18:06:47,R_5F5KIQK7n4g0daN,,,,,-34.6142,-58.3811,anonymous,ES-ES,19,Hombre/Masculino,Universitario,Totalmente de acuerdo,De acuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,Nunca,La Libertad Avanza,Javier Milei,Si,,,,Si,Algo importante,Si,,,,,,
2026-05-19 18:03:12,2026-05-19 18:07:54,Dirección IP,186.143.138.23,100,282,Verdadero,2026-05-19 18:07:55,R_3SAGlonWSVLGmfN,,,,,-34.6142,-58.3811,anonymous,ES-ES,22,Hombre/Masculino,Universitario,De acuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,Javier Milei,Si,,,,,,,,,,Si,Algo importante,Si
2026-05-19 18:05:26,2026-05-19 18:08:59,Dirección IP,163.10.17.251,100,212,Verdadero,2026-05-19 18:09:00,R_31ciuL3M1TwPfDr,,,,,-34.9309,-57.9417,anonymous,ES-ES,23,Hombre/Masculino,Universitario,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,"Unión por la Patria - Peronismo (incluye kirchnerismo, Peronismo Federal, Frente Renovador)",Sergio Massa,Si,,,,,,,,,,Si,Muy importante,No
2026-05-19 18:07:22,2026-05-19 18:09:58,Dirección IP,104.28.45.52,100,156,Verdadero,2026-05-19 18:09:59,R_8dcVXZActj9SihT,,,,,59.3287,18.0717,anonymous,ES-ES,21,Hombre/Masculino,Universitario,De acuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,De acuerdo,"Raramente (en fechas especiales, algunas veces al año)",La Libertad Avanza,Patricia Bullrich,Si,,,,,,,Si,Muy importante,Si,,,
2026-05-19 18:07:19,2026-05-19 18:10:20,Dirección IP,172.225.222.133,100,181,Verdadero,2026-05-19 18:10:20,R_1aGoq5wKhEr9mDv,,,,,-34.6142,-58.3811,anonymous,ES-ES,19,Mujer/Femenino,Universitario,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",La Libertad Avanza,Javier Milei,Si,,,,Si,Algo importante,Si,,,,,,
2026-05-19 18:07:06,2026-05-19 18:10:20,Dirección IP,190.221.159.194,100,194,Verdadero,2026-05-19 18:10:21,R_3j3FnNDjY4dl00Z,,,,,-34.6022,-58.3845,anonymous,ES-ES,20,Mujer/Femenino,Universitario,Totalmente en desacuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",La Libertad Avanza,Javier Milei,Si,Si,Algo importante,Si,,,,,,,,,
2026-05-19 18:08:36,2026-05-19 18:11:30,Dirección IP,181.45.177.69,100,174,Verdadero,2026-05-19 18:11:31,R_5h4rt6i8JLJ6MzH,,,,,-34.9309,-57.9417,anonymous,ES-ES,23,Mujer/Femenino,Universitario,De acuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,No fui a votar,Si,Si,Poco importante,Prefiero no responder,,,,,,,,,
2026-05-19 18:12:36,2026-05-19 18:17:42,Dirección IP,143.105.136.123,100,305,Verdadero,2026-05-19 18:17:42,R_3QyxPbYG0FYCrks,,,,,-34.6142,-58.3811,anonymous,ES-ES,20,Mujer/Femenino,Universitario,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,Javier Milei,No,,,,,,,No,Nada importante,No,,,
2026-05-19 18:15:47,2026-05-19 18:18:04,Dirección IP,201.253.36.235,100,137,Verdadero,2026-05-19 18:18:05,R_3sz8i7hroorzbFi,,,,,-34.5089,-58.4862,anonymous,ES-ES,18,Mujer/Femenino,Universitario,Totalmente de acuerdo,De acuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,Ocasionalmente (al menos una vez al mes),La Libertad Avanza,No fui a votar,Si,,,,,,,,,,Si,Muy importante,Si
2026-05-19 18:00:28,2026-05-19 18:18:40,Dirección IP,186.22.19.220,100,1091,Verdadero,2026-05-19 18:18:40,R_6oAT8hLgDhnEmL7,,,,,-34.9309,-57.9417,anonymous,ES-ES,22,Mujer/Femenino,Universitario,De acuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,Javier Milei,Si,,,,,,,No,Algo importante,No,,,
2026-05-19 18:11:48,2026-05-19 18:18:57,Dirección IP,186.143.164.64,100,428,Verdadero,2026-05-19 18:18:57,R_3gvC3IyjTY03NcZ,,,,,-43.2488,-65.3044,anonymous,ES-ES,22,Mujer/Femenino,Universitario,Totalmente en desacuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,La Libertad Avanza,Javier Milei,Si,,,,Si,Muy importante,Si,,,,,,
2026-05-19 18:12:49,2026-05-19 18:19:59,Dirección IP,181.166.179.167,100,430,Verdadero,2026-05-19 18:19:59,R_5BVgDihrpOajluj,,,,,-34.8569,-58.0578,anonymous,ES-ES,21,Hombre/Masculino,Universitario,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Nunca,La Libertad Avanza,Javier Milei,Si,,,,,,,,,,Si,Algo importante,Si
2026-05-19 18:17:42,2026-05-19 18:21:25,Dirección IP,186.108.106.235,100,223,Verdadero,2026-05-19 18:21:26,R_7jvnGm4tMHuvAKc,,,,,-36,-59.9964,anonymous,ES-ES,22,Hombre/Masculino,Universitario,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,La Libertad Avanza,Javier Milei,Si,,,,,,,Si,Poco importante,No,,,
2026-05-19 18:19:00,2026-05-19 18:22:13,Dirección IP,190.221.159.194,100,193,Verdadero,2026-05-19 18:22:13,R_7hfiXd8P1GencsV,,,,,-34.6022,-58.3845,anonymous,ES-ES,21,Hombre/Masculino,Universitario,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Nunca,La Libertad Avanza,No fui a votar,No,,,,,,,,,,Si,Muy importante,Si
2026-05-19 18:17:02,2026-05-19 18:23:40,Dirección IP,181.8.131.150,100,397,Verdadero,2026-05-19 18:23:40,R_3qa69IDVcCDs1S5,,,,,-34.6142,-58.3811,anonymous,ES-ES,21,Hombre/Masculino,Universitario,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,Patricia Bullrich,No,,,,,,,,,,Si,Muy importante,Prefiero no responder
2026-05-19 18:21:35,2026-05-19 18:23:41,Dirección IP,190.221.159.194,100,126,Verdadero,2026-05-19 18:23:42,R_1fMuOAtukzsgRsl,,,,,-34.6022,-58.3845,anonymous,ES-ES,18,Mujer/Femenino,Universitario,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,Javier Milei,Si,No,Algo importante,Si,,,,,,,,,
2026-05-19 18:20:55,2026-05-19 18:24:08,Dirección IP,181.170.70.228,100,192,Verdadero,2026-05-19 18:24:08,R_6IRioISMQXkhiXg,,,,,-34.9309,-57.9417,anonymous,ES-ES,22,Hombre/Masculino,Universitario,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Regularmente (todas las semanas),No me identifico con ninguno,Javier Milei,Si,,,,Si,Algo importante,Si,,,,,,
2026-05-19 18:22:59,2026-05-19 18:25:25,Dirección IP,181.116.200.48,100,146,Verdadero,2026-05-19 18:25:25,R_3y3Hdr0r8WVp3s5,,,,,-24.8065,-65.42,anonymous,ES-ES,23,Mujer/Femenino,Universitario,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,Frente de Izquierda,Myriam Bregman,Si,,,,,,,,,,Si,Nada importante,Si
2026-05-19 18:20:25,2026-05-19 18:25:43,Dirección IP,181.87.180.206,100,317,Verdadero,2026-05-19 18:25:43,R_3kANyFUaUkxDnfv,,,,,-36,-59.9964,anonymous,ES-ES,22,Mujer/Femenino,Universitario,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,De acuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,Javier Milei,Si,,,,Si,Poco importante,Si,,,,,,
2026-05-19 18:25:01,2026-05-19 18:27:49,Dirección IP,181.9.120.173,100,167,Verdadero,2026-05-19 18:27:49,R_1OSYJHRnXrabVcu,,,,,-34.6142,-58.3811,anonymous,ES-ES,22,Mujer/Femenino,Universitario,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,De acuerdo,Totalmente de acuerdo,Nunca,La Libertad Avanza,Javier Milei,Si,,,,,,,,,,No,Muy importante,Si
2026-05-19 18:26:23,2026-05-19 18:29:55,Dirección IP,186.22.19.100,100,212,Verdadero,2026-05-19 18:29:56,R_3gZuNwdwBxjeUbk,,,,,-34.9309,-57.9417,anonymous,ES-ES,28,Hombre/Masculino,Universitario,En desacuerdo,Totalmente de acuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Ocasionalmente (al menos una vez al mes),No me identifico con ninguno,Javier Milei,Si,,,,,,,No,Muy importante,Si,,,
2026-05-19 18:28:08,2026-05-19 18:31:10,Dirección IP,181.0.113.43,100,182,Verdadero,2026-05-19 18:31:11,R_1oopPKOZ1sqwiuB,,,,,-24.7831,-65.4111,anonymous,ES-ES,20,Mujer/Femenino,Universitario,De acuerdo,De acuerdo,De acuerdo,Totalmente en desacuerdo,De acuerdo,Nunca,La Libertad Avanza,Javier Milei,No,,,,No,Algo importante,Si,,,,,,
2026-05-19 18:29:36,2026-05-19 18:31:33,Dirección IP,191.83.223.158,100,117,Verdadero,2026-05-19 18:31:34,R_7s1DUjQW2z5qg8O,,,,,-34.9309,-57.9417,anonymous,ES-ES,22,Hombre/Masculino,Universitario,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",La Libertad Avanza,Javier Milei,Si,,,,,,,,,,Si,Poco importante,No
2026-05-19 18:28:48,2026-05-19 18:34:54,Dirección IP,190.221.159.194,100,365,Verdadero,2026-05-19 18:34:55,R_3GVRczyVRyto67b,,,,,-26.7964,-60.8316,anonymous,ES-ES,24,Mujer/Femenino,Universitario,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,Nunca,La Libertad Avanza,Javier Milei,No,,,,,,,,,,No,Muy importante,No
2026-05-19 18:26:14,2026-05-19 18:35:41,Dirección IP,181.87.180.206,100,566,Verdadero,2026-05-19 18:35:42,R_5q21zhd3G7hk6se,,,,,-36,-59.9964,anonymous,ES-ES,61,Mujer/Femenino,Universitario,Totalmente en desacuerdo,De acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",PRO,Javier Milei,Si,,,,,,,,,,Si,Algo importante,Si
2026-05-19 18:37:54,2026-05-19 18:39:51,Dirección IP,190.221.159.194,100,116,Verdadero,2026-05-19 18:39:51,R_5CDcDhTs8GkLFrq,,,,,-34.6022,-58.3845,anonymous,ES-ES,18,Mujer/Femenino,Universitario,En desacuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,Prefiero no responder,Prefiero no responder,No,,,,,,,,,,Si,Muy importante,No
2026-05-19 18:28:22,2026-05-19 18:40:31,Dirección IP,170.51.98.29,100,729,Verdadero,2026-05-19 18:40:32,R_6KDggbyfbx4TliS,,,,,-24.8065,-65.42,anonymous,ES-ES,26,Mujer/Femenino,Posgrado,Totalmente en desacuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,"Unión por la Patria - Peronismo (incluye kirchnerismo, Peronismo Federal, Frente Renovador)",Sergio Massa,Si,,,,,,,Si,Poco importante,No,,,
2026-05-19 18:40:34,2026-05-19 18:43:12,Dirección IP,152.169.34.219,100,158,Verdadero,2026-05-19 18:43:12,R_3VEhiifjy5aMgBP,,,,,-34.4727,-58.5244,anonymous,ES-ES,20,Mujer/Femenino,Universitario,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,Prefiero no responder,Si,Si,Algo importante,Si,,,,,,,,,
2026-05-19 18:26:44,2026-05-19 18:48:38,Dirección IP,181.0.224.168,100,1313,Verdadero,2026-05-19 18:48:38,R_33x0frh80SjRf4D,,,,,-36,-59.9964,anonymous,ES-ES,22,Mujer/Femenino,Universitario,Totalmente en desacuerdo,De acuerdo,Totalmente en desacuerdo,De acuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,No fui a votar,No,No,Nada importante,Si,,,,,,,,,
2026-05-19 18:41:07,2026-05-19 18:48:46,Dirección IP,170.231.78.41,100,458,Verdadero,2026-05-19 18:48:46,R_6PpzLJNF30cYNbh,,,,,-38.7176,-62.2655,anonymous,ES-ES,22,Mujer/Femenino,Posgrado,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,Javier Milei,Si,No,Muy importante,Si,,,,,,,,,
2026-05-19 18:52:00,2026-05-19 18:55:10,Dirección IP,186.109.93.226,100,190,Verdadero,2026-05-19 18:55:10,R_50fsb3u9h2w2dwJ,,,,,-26.7964,-60.8316,anonymous,ES-ES,18,Hombre/Masculino,Universitario,Totalmente de acuerdo,De acuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,No fui a votar,Si,,,,Si,Algo importante,Si,,,,,,
2026-05-19 18:52:58,2026-05-19 18:56:22,Dirección IP,190.2.3.41,100,203,Verdadero,2026-05-19 18:56:22,R_7dLFwPIuwjLbxiA,,,,,-34.6049,-58.4455,anonymous,ES-ES,22,Mujer/Femenino,Universitario,En desacuerdo,De acuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",PRO,Javier Milei,Si,,,,Si,Algo importante,Si,,,,,,
